X,Y,OBJECTID,FACILITY_INTERNAL_ID,ADDRESS,ADDRESS_2,CITY,STATE,ZIP,ZIP_4,LAT,LON,STATE_FIPS,COUNTY,COUNTY_FIPS,TYPE_DESC,SUB_TYPE_DESC,WI_LICENSE_NUM,ASPEN_FACILITY_ID,MEDICARE_ID,TYPE_CODE,FACILITY_TYPE_CODE,FACILITY_NAME
-9798791.75564471,5318195.50966887,38,6013,9200 W Wisconsin Ave,,Milwaukee,WI,53226,3522,43.040875,-88.024044,55,Milwaukee,55079,HOSPITAL,SHORT TERM,232,HSPLACU35,520177,1,11,FROEDTERT MEMORIAL LUTHERAN HOSPITAL
-9798791.75564471,5318195.50966887,39,6054,9000 W Wisconsin Ave,,Milwaukee,WI,53226,4874,43.040875,-88.024044,55,Milwaukee,55079,HOSPITAL,CHILDRENS,135,HSPLACU19,523300,1,16,CHILDRENS HOSPITAL OF WISCONSIN
-9911365.92841871,5361192.23605298,40,6057,1515 Park Ave,,Columbus,WI,53925,1618,43.32252,-89.035315,55,Columbia,55021,HOSPITAL,CRITICAL ACCESS HOSPITALS,1042,HSPLACU23,521338,1,14,COLUMBUS COMMUNITY HOSPITAL
-9810376.21845411,5600325.83276774,41,6058,855 S Main St,,Oconto Falls,WI,54154,1241,44.865206,-88.128109,55,Oconto,55083,HOSPITAL,CRITICAL ACCESS HOSPITALS,1012,HSPLACU24,521310,1,14,HSHS ST CLARE MEMORIAL HOSPITAL
-9811399.35589399,5336993.67254181,42,6059,W180N8085 Town Hall Rd,,Menomonee Falls,WI,53051,3518,43.16417,-88.1373,55,Waukesha,55133,HOSPITAL,SHORT TERM,28,HSPLACU25,520103,1,11,COMMUNITY MEMORIAL HOSPITAL
-10067858.9798954,5769238.46897691,43,6063,98 Sherry Ave,,Park Falls,WI,54552,1467,45.930623,-90.441116,55,Price,55099,HOSPITAL,CRITICAL ACCESS HOSPITALS,1028,HSPLACU30,521325,1,14,FLAMBEAU HOSPITAL
-9888278.04338921,5301552.92615655,44,6064,611 Sherman Ave E,,Fort Atkinson,WI,53538,1960,42.931511,-88.827913,55,Jefferson,55055,HOSPITAL,SHORT TERM,133,HSPLACU31,520071,1,11,FORT MEMORIAL HOSPITAL
-10156826.9640908,5435160.04551894,45,6065,700 West Ave S,,La Crosse,WI,54601,4783,43.803996,-91.240329,55,La Crosse,55063,HOSPITAL,SHORT TERM,24,HSPLACU33,520004,1,11,MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR
-9983328.30192253,5649203.55184247,46,6067,601 S Center Ave,,Merrill,WI,54452,3404,45.175568,-89.681764,55,Lincoln,55069,HOSPITAL,CRITICAL ACCESS HOSPITALS,1043,HSPLACU38,521339,1,14,ASCENSION GOOD SAMARITAN HOSPITAL
-10097667.4452231,5288199.42633232,47,6068,507 S Monroe St,,Lancaster,WI,53813,2054,42.84362,-90.70889,55,Grant,55043,HOSPITAL,CRITICAL ACCESS HOSPITALS,1025,HSPLACU39,521322,1,14,GRANT REGIONAL HEALTH CENTER
-9836492.32759167,5360561.52623289,48,6069,1032 E Sumner St,,Hartford,WI,53027,1608,43.318398,-88.362714,55,Washington,55131,HOSPITAL,SHORT TERM,195,HSPLACU40,520038,1,11,AURORA MEDICAL CTR WASHINGTON COUNTY
-10184186.0666625,5785919.20085245,49,6070,11040 N State Road 77,,Hayward,WI,54843,3606,46.034747,-91.4861,55,Sawyer,55113,HOSPITAL,CRITICAL ACCESS HOSPITALS,1040,HSPLACU41,521336,1,14,HAYWARD AREA MEMORIAL HOSPITAL
-10027154.5628089,5431917.48891975,50,6071,1050 Division St,,Mauston,WI,53948,1931,43.78297,-90.075462,55,Juneau,55057,HOSPITAL,SHORT TERM,134,HSPLACU42,520109,1,11,MILE BLUFF MEDICAL CENTER
-10303206.8624678,5640096.04299913,51,6072,535 Hospital Rd,,New Richmond,WI,54017,1449,45.117865,-92.555282,55,Saint Croix,55109,HOSPITAL,CRITICAL ACCESS HOSPITALS,1050,HSPLACU43,521345,1,14,WESTFIELDS HOSPITAL AND CLINIC
-9760120.03246007,5480153.89123077,52,6073,2300 Western Ave,,Manitowoc,WI,54221,3712,44.09499,-87.67665,55,Manitowoc,55071,HOSPITAL,SHORT TERM,7,HSPLACU44,520107,1,11,HOLY FAMILY MEMORIAL
-10321250.4160915,5615412.1406486,53,6074,405 Stageline Rd,,Hudson,WI,54016,7848,44.96118,-92.71737,55,Saint Croix,55109,HOSPITAL,CRITICAL ACCESS HOSPITALS,1039,HSPLACU46,521335,1,14,HUDSON HOSPITAL & CLINIC
-10233210.1685324,5739153.93130729,54,6075,113 4th Ave,,Shell Lake,WI,54871,4457,45.742335,-91.926491,55,Washburn,55129,HOSPITAL,CRITICAL ACCESS HOSPITALS,1047,HSPLACU47,521342,1,14,INDIANHEAD MEDICAL CENTER SHELL LAKE
-9776122.2092616,5247884.07026748,55,6076,6308 8th Ave,,Kenosha,WI,53143,5031,42.57751,-87.8204,55,Kenosha,55059,HOSPITAL,SHORT TERM,22,HSPLACU48,520021,1,11,FROEDTERT SOUTH - KENOSHA MEDICAL CENTER
-9851357.04183627,5260648.69188714,56,6077,W3985 County Road Nn,,Elkhorn,WI,53121,4337,42.661889,-88.496246,55,Walworth,55127,HOSPITAL,SHORT TERM,132,HSPLACU51,520102,1,11,AURORA LAKELAND MEDICAL CENTER
-10214545.0068722,5701616.72042745,57,6093,1700 W Stout St,,Rice Lake,WI,54868,5000,45.50651,-91.758819,55,Barron,55005,HOSPITAL,SHORT TERM,82,HSPLACU52,520011,1,11,MARSHFIELD MEDICAL CENTER - RICE LAKE
-9922949.72331117,5643889.73119114,58,6095,112 E 5th Ave,,Antigo,WI,54409,2710,45.141908,-89.139374,55,Langlade,55067,HOSPITAL,CRITICAL ACCESS HOSPITALS,1055,HSPLACU54,521350,1,14,ASPIRUS LANGLADE HOSPITAL
-10187060.7811927,5592160.17694885,59,6096,1221 Whipple St,,Eau Claire,WI,54703,5270,44.813192,-91.511924,55,Eau Claire,55035,HOSPITAL,SHORT TERM,48,HSPLACU55,520070,1,11,MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE
-9912353.44362154,5286842.06306867,60,6097,11101 N Sherman Rd,,Edgerton,WI,53534,9002,42.834679,-89.044186,55,Rock,55105,HOSPITAL,CRITICAL ACCESS HOSPITALS,1022,HSPLACU56,521319,1,14,EDGERTON HOSPITAL AND HEALTH SERVICES
-9850310.41598384,5327231.34472099,61,6098,791 Summit Ave,,Oconomowoc,WI,53066,3844,43.100171,-88.486844,55,Waukesha,55133,HOSPITAL,SHORT TERM,113,HSPLACU58,520062,1,11,OCONOMOWOC MEMORIAL HOSPITAL
-9827397.52519386,5262327.94652065,62,6099,252 McHenry St,,Burlington,WI,53105,1828,42.672981,-88.281014,55,Racine,55101,HOSPITAL,SHORT TERM,14,HSPLACU59,520059,1,11,AURORA MEDICAL CENTER BURLINGTON
-10033115.6102214,5304510.73942665,63,6100,800 Compassion Way,,Dodgeville,WI,53533,1956,42.950962,-90.129011,55,Iowa,55049,HOSPITAL,CRITICAL ACCESS HOSPITALS,1056,HSPLACU60,521352,1,14,UPLAND HILLS HEALTH
-10031009.2228166,5263994.78044681,64,6101,800 Clay St,,Darlington,WI,53530,1228,42.683989,-90.110089,55,Lafayette,55065,HOSPITAL,CRITICAL ACCESS HOSPITALS,1015,HSPLACU61,521312,1,14,MEMORIAL HOSPITAL OF LAFAYETTE COUNTY
-10117658.5333382,5871924.19218954,65,6102,1615 Maple Ln,,Ashland,WI,54806,3610,46.568498,-90.888473,55,Ashland,55003,HOSPITAL,CRITICAL ACCESS HOSPITALS,1065,HSPLACU63,521359,1,14,MEMORIAL MEDICAL CENTER
-9978058.65986736,5252572.41097239,66,6103,2005 5th St,,Monroe,WI,53566,1546,42.608515,-89.634426,55,Green,55045,HOSPITAL,SHORT TERM,56,HSPLACU67,520028,1,11,THE MONROE CLINIC
-10230358.0518588,5603157.76239922,67,6104,2321 Stout Rd,,Menomonie,WI,54751,7003,44.883234,-91.90087,55,Dunn,55033,HOSPITAL,CRITICAL ACCESS HOSPITALS,1044,HSPLACU68,521340,1,14,MAYO CLINIC HEALTH SYSTEM-RED CEDAR
-9877794.08506579,5524614.55518936,68,6105,1405 Mill St,,New London,WI,54961,2155,44.381136,-88.733734,55,Outagamie,55087,HOSPITAL,CRITICAL ACCESS HOSPITALS,1029,HSPLACU69,521326,1,14,THEDACARE MEDICAL CENTER NEW LONDON
-10142668.3493762,5315263.51511313,69,6107,37868 US Highway 18,,Prairie Du Chien,WI,53821,8416,43.021622,-91.11314,55,Crawford,55023,HOSPITAL,CRITICAL ACCESS HOSPITALS,1033,HSPLACU71,521330,1,14,CROSSING RIVERS HEALTH MEDICAL CENTER
-10018000.7610809,5396008.71425644,70,6108,2000 N Dewey Ave,,Reedsburg,WI,53959,1049,43.549629,-89.993232,55,Sauk,55111,HOSPITAL,CRITICAL ACCESS HOSPITALS,1057,HSPLACU72,521351,1,14,REEDSBURG AREA MEDICAL CENTER
-10061303.709041,5363709.07495898,71,6109,333 E 2nd St,,Richland Center,WI,53581,1914,43.338966,-90.382229,55,Richland,55103,HOSPITAL,CRITICAL ACCESS HOSPITALS,1045,HSPLACU73,521341,1,14,RICHLAND HOSPITAL
-9887175.4238329,5439836.6660291,72,6110,845 Parkside St,,Ripon,WI,54971,8505,43.834308,-88.818008,55,Fond Du Lac,55039,HOSPITAL,CRITICAL ACCESS HOSPITALS,1024,HSPLACU74,521321,1,14,RIPON MEDICAL CENTER
-10308493.9816831,5600221.07404229,73,6111,1629 E Division St,,River Falls,WI,54022,1571,44.864539,-92.602777,55,Saint Croix,55109,HOSPITAL,CRITICAL ACCESS HOSPITALS,1054,HSPLACU75,521349,1,14,RIVER FALLS AREA HOSPITAL
-9999822.84483184,5524710.03429797,74,6112,410 Dewey St,,Wisconsin Rapids,WI,54495,4715,44.381749,-89.829937,55,Wood,55141,HOSPITAL,SHORT TERM,11,HSPLACU77,520033,1,11,ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC
-10142321.255204,5693397.51489575,75,6113,900 College Ave W,,Ladysmith,WI,54848,2116,45.454741,-91.110022,55,Rusk,55107,HOSPITAL,CRITICAL ACCESS HOSPITALS,1030,HSPLACU78,521328,1,14,MARSHFIELD MEDICAL CENTER - LADYSMITH
-9989140.62649532,5698422.22630681,76,6115,401 W Mohawk Dr Ste 100,,Tomahawk,WI,54487,2273,45.486395,-89.733977,55,Lincoln,55069,HOSPITAL,CRITICAL ACCESS HOSPITALS,1016,HSPLACU80,521313,1,14,ASCENSION SACRED HEART HOSPITAL
-9991227.19903075,5355720.01165951,77,6119,260 26th St,,Prairie Du Sac,WI,53578,2203,43.286747,-89.752721,55,Sauk,55111,HOSPITAL,SHORT TERM,122,HSPLACU84,520095,1,11,SAUK PRAIRIE HOSPITAL
-10229923.2379278,5752449.40204109,78,6123,1280 Chandler Dr,,Spooner,WI,54801,,45.825625,-91.896964,55,Washburn,55129,HOSPITAL,CRITICAL ACCESS HOSPITALS,1036,HSPLACU91,521332,1,14,SPOONER HEALTH SYSTEM
-10252759.9861861,5892835.77210641,79,6124,3500 Tower Ave,,Superior,WI,54880,4491,46.69749,-92.10211,55,Douglas,55031,HOSPITAL,CRITICAL ACCESS HOSPITALS,1032,HSPLACU92,521329,1,14,ESSENTIA HEALTH ST MARY'S HOSPITAL - SUPERIOR
-9844097.2299247,5431124.37277679,80,6125,430 E Division St,,Fond Du Lac,WI,54935,4560,43.777826,-88.43103,55,Fond Du Lac,55039,HOSPITAL,SHORT TERM,120,HSPLACU93,520088,1,11,ST AGNES HOSPITAL
-9988706.8144397,5385521.45801064,81,6127,707 14th St,,Baraboo,WI,53913,1539,43.48131,-89.73008,55,Sauk,55111,HOSPITAL,SHORT TERM,65,HSPLACU95,520057,1,11,SSM HEALTH ST CLARE HOSPITAL - BARABOO
-10312949.3216631,5686093.90466903,82,6128,235 E State St,,Saint Croix Falls,WI,54024,4117,45.408699,-92.6428,55,Polk,55095,HOSPITAL,CRITICAL ACCESS HOSPITALS,1041,HSPLACU96,521337,1,14,ST CROIX REGIONAL MEDICAL CENTER
-9817826.16405596,5366257.82785936,83,6129,3200 Pleasant Valley Rd,,West Bend,WI,53095,9274,43.355616,-88.195033,55,Washington,55131,HOSPITAL,SHORT TERM,44,HSPLACU99,520063,1,11,ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND
-9793454.8766171,5323256.51794603,84,6130,5000 W Chambers St,,Milwaukee,WI,53210,1650,43.074094,-87.976102,55,Milwaukee,55079,HOSPITAL,SHORT TERM,30,HSPLACU100,520136,1,11,ASCENSION SE WISCONSIN HOSPITAL - ST JOSEPH CAMPUS
-9790631.5916916,5310411.82254151,85,6136,2900 W Oklahoma Ave,,Milwaukee,WI,53215,4330,42.98975,-87.95074,55,Milwaukee,55079,HOSPITAL,SHORT TERM,160,HSPLACU108,520138,1,11,AURORA ST LUKES MEDICAL CENTER
-9803458.26869876,5548319.85715953,86,6139,1726 Shawano Ave,,Green Bay,WI,54303,3216,44.533133,-88.065964,55,Brown,55009,HOSPITAL,SHORT TERM,18,HSPLACU112,520097,1,11,ST MARYS HOSPITAL MEDICAL CTR
-9776853.57831611,5271174.1118558,87,6141,3801 Spring St,,Mount Pleasant,WI,53405,1667,42.73138,-87.82697,55,Racine,55101,HOSPITAL,SHORT TERM,123,HSPLACU116,520096,1,11,ASCENSION ALL SAINTS HOSPITAL
-9949174.14631326,5722702.96112783,88,6142,2251 N Shore Dr,,Rhinelander,WI,54501,6710,45.639105,-89.374952,55,Oneida,55085,HOSPITAL,SHORT TERM,138,HSPLACU117,520019,1,11,ASCENSION ST MARYS HOSPITAL
-9797475.51398556,5543311.08250776,89,6144,835 S Van Buren St,,Green Bay,WI,54301,3526,44.50105,-88.01222,55,Brown,55009,HOSPITAL,SHORT TERM,19,HSPLACU121,520075,1,11,ST VINCENT HOSPITAL
-9930932.22135697,5299908.74895532,90,6145,900 Ridge St,,Stoughton,WI,53589,1864,42.920696,-89.211082,55,Dane,55025,HOSPITAL,CRITICAL ACCESS HOSPITALS,1046,HSPLACU122,521343,1,14,STOUGHTON HOSPITAL
-9846637.42938511,5494502.52968998,91,6146,130 2nd St,,Neenah,WI,54956,2883,44.187489,-88.453849,55,Winnebago,55139,HOSPITAL,SHORT TERM,32,HSPLACU123,520045,1,11,THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC
-10076133.9142435,5462992.78107696,92,6147,321 Butts Ave,,Tomah,WI,54660,1412,43.98417,-90.515451,55,Monroe,55081,HOSPITAL,CRITICAL ACCESS HOSPITALS,1023,HSPLACU124,521320,1,14,TOMAH MEMORIAL HOSPITAL
-10165556.0819613,5522004.60893492,93,6148,18601 Lincoln St,,Whitehall,WI,54773,8605,44.364377,-91.318744,55,Trempealeau,55121,HOSPITAL,CRITICAL ACCESS HOSPITALS,1019,HSPLACU125,521316,1,14,GUNDERSEN TRI-COUNTY HOSPITAL AND CLINICS
-9955385.55126055,5323597.88696501,94,6149,600 Highland Ave,,Madison,WI,53792,1,43.076334,-89.43075,55,Dane,55025,HOSPITAL,SHORT TERM,125,HSPLACU127,520098,1,11,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY
-10121026.9498101,5614209.80120985,95,6152,1120 Pine St,,Stanley,WI,54768,1297,44.953537,-90.918732,55,Clark,55019,HOSPITAL,CRITICAL ACCESS HOSPITALS,1013,HSPLACU131,521311,1,14,ASCENSION OUR LADY OF VICTORY HOSPITAL
-9873699.42023594,5342426.03581562,96,6153,125 Hospital Dr,,Watertown,WI,53098,3303,43.199754,-88.696951,55,Dodge,55027,HOSPITAL,SHORT TERM,105,HSPLACU132,520116,1,11,WATERTOWN REGIONAL MEDICAL CENTER
-9879122.34922993,5408641.30074655,97,6154,620 W Brown St,,Waupun,WI,53963,1702,43.631821,-88.745666,55,Dodge,55027,HOSPITAL,CRITICAL ACCESS HOSPITALS,1031,HSPLACU134,521327,1,14,WAUPUN MEMORIAL HOSPITAL
-9981823.93032395,5616151.58893235,98,6155,333 Pine Ridge Blvd,,Wausau,WI,54401,4102,44.96588,-89.66825,55,Marathon,55073,HOSPITAL,SHORT TERM,188,HSPLACU135,520030,1,11,ASPIRUS WAUSAU HOSPITAL
-10109380.4820443,5456873.05910737,99,7925,310 W Main St,,Sparta,WI,54656,2170,43.944601,-90.81411,55,Monroe,55081,HOSPITAL,CRITICAL ACCESS HOSPITALS,1009,HSPLCRI2,521305,1,14,MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA
-10153752.765033,5555267.82795171,100,7927,13025 8th St,,Osseo,WI,54758,7634,44.577608,-91.212713,55,Trempealeau,55121,HOSPITAL,CRITICAL ACCESS HOSPITALS,1003,HSPLCRI4,521302,1,14,MAYO CLINIC HEALTH SYSTEM-OAKRIDGE
-9934827.40165932,5493882.35209564,101,7928,601 Grove Ave,,Wild Rose,WI,54984,6903,44.183494,-89.246073,55,Waushara,55137,HOSPITAL,CRITICAL ACCESS HOSPITALS,1004,HSPLCRI5,521303,1,14,THEDACARE MEDICAL CENTER - WILD ROSE INC
-10237198.8572071,5561967.90486562,102,8561,1220 3rd Ave W,,Durand,WI,54736,1600,44.620464,-91.962322,55,Pepin,55091,HOSPITAL,CRITICAL ACCESS HOSPITALS,1008,HSPLCRI8,521307,1,14,CHIPPEWA VALLEY HOSPITAL
-10281576.7061703,5668377.24318733,103,8881,265 Griffin St E,,Amery,WI,54001,1439,45.296857,-92.360975,55,Polk,55095,HOSPITAL,CRITICAL ACCESS HOSPITALS,1010,HSPLCRI10,521308,1,14,AMERY HOSPITAL & CLINIC
